,State,City,Year,Count,Mean_Severity,High Severity Count
83373,TX,Alamo,2017,4,2.5,2.0
83374,TX,Alamo,2018,10,2.1,1.0
83375,TX,Alamo,2019,3,2.6666666666666665,0.0
83376,TX,Alamo,2020,4,2.75,1.0
83377,TX,Alamo,2021,7,2.0,0.0
83378,TX,Alamo,2022,2,2.0,0.0
83379,TX,Alba,2016,1,2.0,0.0
83380,TX,Alba,2017,1,2.0,0.0
83381,TX,Albany,2021,3,2.0,0.0
83382,TX,Albany,2022,2,3.0,0.0
83383,TX,Aledo,2016,7,2.5714285714285716,4.0
83384,TX,Aledo,2017,24,2.625,15.0
83385,TX,Aledo,2018,21,2.857142857142857,18.0
83386,TX,Aledo,2019,29,2.7241379310344827,21.0
83387,TX,Aledo,2020,23,2.608695652173913,12.0
83388,TX,Aledo,2021,63,2.3968253968253967,23.0
83389,TX,Aledo,2022,58,2.0517241379310347,1.0
83390,TX,Aledo,2023,15,2.0,0.0
83391,TX,Alice,2018,5,2.8,0.0
83392,TX,Alice,2019,2,2.0,0.0
83393,TX,Allen,2016,28,2.7142857142857144,16.0
83394,TX,Allen,2017,33,2.3333333333333335,11.0
83395,TX,Allen,2018,59,2.1186440677966103,7.0
83396,TX,Allen,2019,76,2.1973684210526314,9.0
83397,TX,Allen,2020,81,2.246913580246914,14.0
83398,TX,Allen,2021,157,2.0127388535031847,2.0
83399,TX,Allen,2022,176,2.034090909090909,0.0
83400,TX,Allen,2023,28,2.0,0.0
83401,TX,Alleyton,2016,2,2.5,1.0
83402,TX,Alleyton,2017,3,3.0,3.0
83403,TX,Alleyton,2018,2,3.0,2.0
83404,TX,Alleyton,2019,2,3.0,2.0
83405,TX,Alleyton,2022,9,2.7777777777777777,1.0
83406,TX,Alto,2020,1,2.0,0.0
83407,TX,Alto,2021,1,2.0,0.0
83408,TX,Alton,2017,1,2.0,0.0
83409,TX,Alton,2018,1,2.0,0.0
83410,TX,Alvarado,2016,20,2.6,12.0
83411,TX,Alvarado,2017,6,2.6666666666666665,4.0
83412,TX,Alvarado,2018,17,2.7058823529411766,12.0
83413,TX,Alvarado,2019,8,2.875,7.0
83414,TX,Alvarado,2020,11,2.8181818181818183,7.0
83415,TX,Alvarado,2021,18,2.3333333333333335,6.0
83416,TX,Alvarado,2022,43,2.116279069767442,3.0
83417,TX,Alvarado,2023,2,2.0,0.0
83418,TX,Alvin,2016,8,3.0,0.0
83419,TX,Alvin,2017,14,2.7142857142857144,4.0
83420,TX,Alvin,2018,13,2.6153846153846154,0.0
83421,TX,Alvin,2019,1,2.0,0.0
83422,TX,Alvin,2020,6,2.1666666666666665,1.0
83423,TX,Alvin,2021,4,2.0,0.0
83424,TX,Alvin,2022,13,2.076923076923077,1.0
83425,TX,Amarillo,2016,1,4.0,0.0
83426,TX,Amarillo,2017,17,3.4705882352941178,5.0
83427,TX,Amarillo,2018,9,3.2222222222222223,3.0
83428,TX,Amarillo,2019,11,3.5454545454545454,1.0
83429,TX,Amarillo,2020,8,2.5,2.0
83430,TX,Amarillo,2021,5,2.2,1.0
83431,TX,Amarillo,2022,33,2.3333333333333335,0.0
83432,TX,Amarillo,2023,14,2.4285714285714284,0.0
83433,TX,Amherst,2019,1,2.0,0.0
83434,TX,Amherst,2020,1,2.0,0.0
83435,TX,Amherst,2022,4,2.75,1.0
83436,TX,Anahuac,2017,5,3.2,2.0
83437,TX,Anahuac,2018,1,4.0,0.0
83438,TX,Anahuac,2019,1,3.0,1.0
83439,TX,Anahuac,2020,1,4.0,0.0
83440,TX,Anahuac,2021,1,3.0,1.0
83441,TX,Anahuac,2022,5,2.4,2.0
83442,TX,Andrews,2017,4,3.0,2.0
83443,TX,Andrews,2022,7,2.857142857142857,0.0
83444,TX,Andrews,2023,20,3.5,0.0
83445,TX,Angleton,2016,21,3.6666666666666665,5.0
83446,TX,Angleton,2017,36,3.1666666666666665,6.0
83447,TX,Angleton,2018,22,3.0,4.0
83448,TX,Angleton,2019,17,3.1176470588235294,1.0
83449,TX,Angleton,2020,8,2.125,1.0
83450,TX,Angleton,2021,10,2.0,0.0
83451,TX,Angleton,2022,22,2.0,0.0
83452,TX,Angleton,2023,4,2.0,0.0
83453,TX,Anna,2016,2,4.0,0.0
83454,TX,Anna,2017,3,2.0,0.0
83455,TX,Anna,2018,5,2.8,0.0
83456,TX,Anna,2019,8,2.0,0.0
83457,TX,Anna,2020,5,3.0,1.0
83458,TX,Anna,2021,18,2.111111111111111,0.0
83459,TX,Anna,2022,7,2.2857142857142856,0.0
83460,TX,Anna,2023,5,2.0,0.0
83461,TX,Anson,2022,2,3.0,0.0
83462,TX,Anton,2018,1,3.0,1.0
83463,TX,Anton,2020,1,3.0,1.0
83464,TX,Archer City,2021,2,2.0,0.0
83465,TX,Archer City,2022,4,2.0,0.0
83466,TX,Argyle,2017,8,2.375,3.0
83467,TX,Argyle,2018,17,2.7058823529411766,12.0
83468,TX,Argyle,2019,19,2.8421052631578947,12.0
83469,TX,Argyle,2020,19,2.736842105263158,8.0
83470,TX,Argyle,2021,27,2.2962962962962963,8.0
83471,TX,Argyle,2022,43,2.186046511627907,6.0
83472,TX,Argyle,2023,18,2.111111111111111,0.0
83473,TX,Arlington,2016,459,2.5860566448801743,259.0
83474,TX,Arlington,2017,1238,2.4119547657512115,505.0
83475,TX,Arlington,2018,752,2.533244680851064,381.0
83476,TX,Arlington,2019,564,2.5851063829787235,310.0
83477,TX,Arlington,2020,568,2.568661971830986,268.0
83478,TX,Arlington,2021,904,2.297566371681416,263.0
83479,TX,Arlington,2022,1056,2.1231060606060606,128.0
83480,TX,Arlington,2023,258,2.0155038759689923,0.0
83481,TX,Asherton,2017,2,4.0,0.0
83482,TX,Atascosa,2016,1,2.0,0.0
83483,TX,Atascosa,2017,1,3.0,1.0
83484,TX,Atascosa,2019,5,3.6,0.0
83485,TX,Atascosa,2020,3,3.6666666666666665,1.0
83486,TX,Atascosa,2021,5,2.0,0.0
83487,TX,Athens,2016,1,2.0,0.0
83488,TX,Athens,2019,1,2.0,0.0
83489,TX,Athens,2021,1,3.0,1.0
83490,TX,Athens,2022,5,2.4,0.0
83491,TX,Athens,2023,2,3.0,0.0
83492,TX,Atlanta,2019,1,2.0,0.0
83493,TX,Atlanta,2021,1,2.0,0.0
83494,TX,Aubrey,2016,1,3.0,1.0
83495,TX,Aubrey,2018,8,2.25,0.0
83496,TX,Aubrey,2019,2,2.0,0.0
83497,TX,Aubrey,2020,9,3.111111111111111,4.0
83498,TX,Aubrey,2022,1,4.0,0.0
83499,TX,Austin,2016,10735,2.114671634839311,1188.0
83500,TX,Austin,2017,15168,2.1542721518987342,2309.0
83501,TX,Austin,2018,16106,2.147646839687073,2281.0
83502,TX,Austin,2019,16549,2.0866517614357365,1329.0
83503,TX,Austin,2020,10968,2.098468271334792,873.0
83504,TX,Austin,2021,13692,2.0319894829097285,347.0
83505,TX,Austin,2022,10681,1.9683550229379272,207.0
83506,TX,Austin,2023,2705,2.0051756007393715,0.0
83507,TX,Avinger,2018,2,2.5,1.0
83508,TX,Azle,2016,2,2.0,0.0
83509,TX,Azle,2017,4,2.0,0.0
83510,TX,Azle,2020,2,2.0,0.0
83511,TX,Azle,2021,2,2.0,0.0
83512,TX,Azle,2022,7,2.0,0.0
83513,TX,Azle,2023,2,2.0,0.0
83514,TX,Bacliff,2017,1,4.0,0.0
83515,TX,Bacliff,2018,2,2.0,0.0
83516,TX,Bacliff,2020,1,3.0,1.0
83517,TX,Bacliff,2022,2,2.0,0.0
83518,TX,Baird,2017,1,3.0,1.0
83519,TX,Baird,2018,4,3.0,4.0
83520,TX,Baird,2019,1,3.0,1.0
83521,TX,Baird,2020,3,3.6666666666666665,1.0
83522,TX,Baird,2021,3,3.3333333333333335,2.0
83523,TX,Baird,2022,5,3.0,1.0
83524,TX,Balch Springs,2016,68,2.661764705882353,45.0
83525,TX,Balch Springs,2017,124,2.7419354838709675,92.0
83526,TX,Balch Springs,2018,141,2.8297872340425534,113.0
83527,TX,Balch Springs,2019,150,2.8066666666666666,121.0
83528,TX,Balch Springs,2020,147,2.6802721088435373,90.0
83529,TX,Balch Springs,2021,255,2.5058823529411764,121.0
83530,TX,Balch Springs,2022,258,2.383720930232558,97.0
83531,TX,Balch Springs,2023,35,2.0,0.0
83532,TX,Ballinger,2018,1,2.0,0.0
83533,TX,Balmorhea,2017,4,3.0,2.0
83534,TX,Balmorhea,2018,4,3.0,2.0
83535,TX,Balmorhea,2019,1,3.0,1.0
83536,TX,Balmorhea,2020,1,4.0,0.0
83537,TX,Balmorhea,2021,3,3.3333333333333335,2.0
83538,TX,Balmorhea,2022,7,2.7142857142857144,1.0
83539,TX,Balmorhea,2023,2,2.0,0.0
83540,TX,Bandera,2018,1,2.0,0.0
83541,TX,Barksdale,2021,1,2.0,0.0
83542,TX,Barksdale,2022,4,2.0,0.0
83543,TX,Barstow,2017,2,4.0,0.0
83544,TX,Barstow,2018,1,3.0,1.0
83545,TX,Barstow,2019,1,3.0,1.0
83546,TX,Barstow,2022,1,2.0,0.0
83547,TX,Bartlett,2018,1,4.0,0.0
83548,TX,Bartlett,2019,1,2.0,0.0
83549,TX,Bartlett,2022,1,1.0,0.0
83550,TX,Bastrop,2016,5,2.8,0.0
83551,TX,Bastrop,2017,9,2.6666666666666665,2.0
83552,TX,Bastrop,2018,5,2.4,0.0
83553,TX,Bastrop,2019,4,2.0,0.0
83554,TX,Bastrop,2020,4,2.25,1.0
83555,TX,Bastrop,2021,6,2.0,0.0
83556,TX,Bastrop,2022,6,2.5,0.0
83557,TX,Baytown,2016,20,2.85,9.0
83558,TX,Baytown,2017,58,2.689655172413793,20.0
83559,TX,Baytown,2018,68,2.6911764705882355,31.0
83560,TX,Baytown,2019,90,2.7777777777777777,44.0
83561,TX,Baytown,2020,64,2.71875,36.0
83562,TX,Baytown,2021,62,2.5,25.0
83563,TX,Baytown,2022,146,2.280821917808219,8.0
83564,TX,Baytown,2023,8,2.5,0.0
83565,TX,Beasley,2016,2,2.5,1.0
83566,TX,Beasley,2017,1,2.0,0.0
83567,TX,Beasley,2018,5,3.2,0.0
83568,TX,Beasley,2019,3,2.6666666666666665,0.0
83569,TX,Beasley,2021,5,2.4,0.0
83570,TX,Beasley,2022,4,2.5,0.0
83571,TX,Beasley,2023,1,2.0,0.0
83572,TX,Beaumont,2016,3,3.6666666666666665,1.0
83573,TX,Beaumont,2017,21,2.761904761904762,6.0
83574,TX,Beaumont,2018,36,2.4722222222222223,15.0
83575,TX,Beaumont,2019,13,3.076923076923077,10.0
83576,TX,Beaumont,2020,22,2.8181818181818183,14.0
83577,TX,Beaumont,2021,24,2.5,12.0
83578,TX,Beaumont,2022,62,2.3548387096774195,3.0
83579,TX,Beaumont,2023,5,2.4,0.0
83580,TX,Beckville,2018,5,2.0,0.0
83581,TX,Beckville,2020,1,2.0,0.0
83582,TX,Bedford,2016,72,2.138888888888889,10.0
83583,TX,Bedford,2017,162,2.1296296296296298,19.0
83584,TX,Bedford,2018,104,2.105769230769231,9.0
83585,TX,Bedford,2019,83,2.144578313253012,12.0
83586,TX,Bedford,2020,75,2.2133333333333334,12.0
83587,TX,Bedford,2021,114,2.0350877192982457,2.0
83588,TX,Bedford,2022,166,2.0602409638554215,0.0
83589,TX,Bedford,2023,38,2.0,0.0
83590,TX,Bedias,2016,1,2.0,0.0
83591,TX,Bee Cave,2016,2,2.0,0.0
83592,TX,Bee Cave,2017,5,2.0,0.0
83593,TX,Bee Cave,2018,7,2.0,0.0
83594,TX,Bee Cave,2019,4,2.0,0.0
83595,TX,Bee Cave,2020,2,2.0,0.0
83596,TX,Bee Cave,2021,2,2.0,0.0
83597,TX,Bee Cave,2022,2,2.0,0.0
83598,TX,Beeville,2017,1,2.0,0.0
83599,TX,Beeville,2018,2,2.0,0.0
83600,TX,Beeville,2021,1,3.0,1.0
83601,TX,Beeville,2022,2,3.0,0.0
83602,TX,Bellaire,2016,97,2.649484536082474,61.0
83603,TX,Bellaire,2017,160,2.74375,111.0
83604,TX,Bellaire,2018,125,2.696,85.0
83605,TX,Bellaire,2019,110,2.7818181818181817,80.0
83606,TX,Bellaire,2020,60,2.7,34.0
83607,TX,Bellaire,2021,109,2.330275229357798,36.0
83608,TX,Bellaire,2022,115,2.260869565217391,30.0
83609,TX,Bellaire,2023,3,2.0,0.0
83610,TX,Bellevue,2020,2,3.5,1.0
83611,TX,Bellevue,2021,1,3.0,1.0
83612,TX,Bellevue,2022,4,2.0,0.0
83613,TX,Bells,2018,1,2.0,0.0
83614,TX,Bells,2022,7,3.142857142857143,0.0
83615,TX,Bellville,2021,1,2.0,0.0
83616,TX,Belton,2016,9,2.5555555555555554,5.0
83617,TX,Belton,2017,21,2.7142857142857144,13.0
83618,TX,Belton,2018,15,2.466666666666667,7.0
83619,TX,Belton,2019,6,2.8333333333333335,5.0
83620,TX,Belton,2020,3,3.0,1.0
83621,TX,Belton,2021,4,2.5,0.0
83622,TX,Belton,2022,6,2.1666666666666665,0.0
83623,TX,Benbrook,2016,1,2.0,0.0
83624,TX,Benbrook,2017,2,2.0,0.0
83625,TX,Benbrook,2018,1,2.0,0.0
83626,TX,Benbrook,2019,1,3.0,1.0
83627,TX,Benbrook,2022,1,2.0,0.0
83628,TX,Bertram,2017,2,2.0,0.0
83629,TX,Bertram,2018,2,2.0,0.0
83630,TX,Bertram,2019,2,2.0,0.0
83631,TX,Big Sandy,2020,1,3.0,1.0
83632,TX,Big Spring,2016,3,2.3333333333333335,1.0
83633,TX,Big Spring,2017,5,2.6,1.0
83634,TX,Big Spring,2018,13,2.8461538461538463,5.0
83635,TX,Big Spring,2019,5,2.4,2.0
83636,TX,Big Spring,2020,12,3.0833333333333335,7.0
83637,TX,Big Spring,2021,7,2.857142857142857,4.0
83638,TX,Big Spring,2022,7,2.5714285714285716,2.0
83639,TX,Big Spring,2023,12,2.0,0.0
83640,TX,Big Wells,2020,2,2.5,1.0
83641,TX,Bishop,2018,1,2.0,0.0
83642,TX,Bishop,2021,1,2.0,0.0
83643,TX,Bishop,2022,1,3.0,1.0
83644,TX,Bivins,2021,4,3.0,0.0
83645,TX,Blanco,2016,4,2.5,0.0
83646,TX,Blanco,2018,1,2.0,0.0
83647,TX,Bloomburg,2022,2,3.0,0.0
83648,TX,Bloomburg,2023,4,3.0,0.0
83649,TX,Bloomington,2020,1,2.0,0.0
83650,TX,Bloomington,2021,1,2.0,0.0
83651,TX,Bloomington,2022,1,2.0,0.0
83652,TX,Bluff Dale,2016,1,2.0,0.0
83653,TX,Bluffton,2017,1,2.0,0.0
83654,TX,Boerne,2016,1,4.0,0.0
83655,TX,Boerne,2017,5,2.6,3.0
83656,TX,Boerne,2018,12,2.8333333333333335,6.0
83657,TX,Boerne,2019,18,3.1666666666666665,7.0
83658,TX,Boerne,2020,31,2.806451612903226,11.0
83659,TX,Boerne,2021,37,2.4864864864864864,16.0
83660,TX,Boerne,2022,25,2.52,11.0
83661,TX,Boerne,2023,5,2.4,0.0
83662,TX,Bogata,2022,2,3.0,0.0
83663,TX,Bogata,2023,2,3.0,0.0
83664,TX,Boling,2019,1,2.0,0.0
83665,TX,Bonham,2018,1,2.0,0.0
83666,TX,Bonham,2023,2,3.0,0.0
83667,TX,Borger,2018,4,2.0,0.0
83668,TX,Borger,2022,15,3.066666666666667,0.0
83669,TX,Bowie,2017,1,3.0,1.0
83670,TX,Bowie,2018,2,2.0,0.0
83671,TX,Bowie,2019,1,2.0,0.0
83672,TX,Boyd,2020,1,3.0,1.0
83673,TX,Brackettville,2018,1,2.0,0.0
83674,TX,Brackettville,2019,2,2.0,0.0
83675,TX,Brackettville,2020,1,2.0,0.0
83676,TX,Brackettville,2021,3,2.0,0.0
83677,TX,Brackettville,2022,5,2.8,0.0
83678,TX,Brady,2017,1,3.0,1.0
83679,TX,Brady,2018,1,4.0,0.0
83680,TX,Brashear,2022,1,2.0,0.0
83681,TX,Brazoria,2016,1,4.0,0.0
83682,TX,Brazoria,2017,4,3.5,0.0
83683,TX,Brazoria,2018,2,3.0,0.0
83684,TX,Brazoria,2020,2,2.5,1.0
83685,TX,Brazoria,2021,4,2.0,0.0
83686,TX,Brazoria,2022,6,2.0,0.0
83687,TX,Breckenridge,2022,7,2.857142857142857,0.0
83688,TX,Bremond,2016,2,2.0,0.0
83689,TX,Bremond,2019,1,2.0,0.0
83690,TX,Bremond,2021,2,2.0,0.0
83691,TX,Bremond,2022,4,2.0,0.0
83692,TX,Bremond,2023,1,2.0,0.0
83693,TX,Brenham,2019,2,2.0,0.0
83694,TX,Brenham,2021,1,2.0,0.0
83695,TX,Brenham,2022,2,2.0,0.0
83696,TX,Bridge City,2018,1,2.0,0.0
83697,TX,Bridge City,2021,1,2.0,0.0
83698,TX,Bridge City,2022,1,2.0,0.0
83699,TX,Briggs,2016,1,2.0,0.0
83700,TX,Briggs,2022,2,2.0,0.0
83701,TX,Bronson,2017,1,3.0,1.0
83702,TX,Brookeland,2019,1,2.0,0.0
83703,TX,Brookshire,2016,16,2.6875,11.0
83704,TX,Brookshire,2017,27,3.037037037037037,18.0
83705,TX,Brookshire,2018,57,2.9473684210526314,34.0
83706,TX,Brookshire,2019,52,3.269230769230769,30.0
83707,TX,Brookshire,2020,21,3.0476190476190474,12.0
83708,TX,Brookshire,2021,47,2.425531914893617,16.0
83709,TX,Brookshire,2022,69,2.347826086956522,14.0
83710,TX,Brownfield,2021,1,2.0,0.0
83711,TX,Brownsville,2017,1,2.0,0.0
83712,TX,Brownsville,2018,5,2.0,0.0
83713,TX,Brownsville,2019,3,2.0,0.0
83714,TX,Brownsville,2021,3,2.0,0.0
83715,TX,Brownsville,2022,1,1.0,0.0
83716,TX,Brownwood,2022,16,3.375,0.0
83717,TX,Bruceville,2016,4,3.0,4.0
83718,TX,Bruceville,2017,15,2.933333333333333,14.0
83719,TX,Bruceville,2018,2,3.0,2.0
83720,TX,Bruceville,2020,1,3.0,1.0
83721,TX,Bruceville,2022,3,2.3333333333333335,1.0
83722,TX,Bryan,2016,4,2.0,0.0
83723,TX,Bryan,2017,2,2.0,0.0
83724,TX,Bryan,2018,9,2.0,0.0
83725,TX,Bryan,2019,1,2.0,0.0
83726,TX,Bryan,2020,4,2.0,0.0
83727,TX,Bryan,2021,12,2.0,0.0
83728,TX,Bryan,2022,11,2.0,0.0
83729,TX,Bryan,2023,1,2.0,0.0
83730,TX,Buckholts,2017,1,2.0,0.0
83731,TX,Buckholts,2021,1,2.0,0.0
83732,TX,Buda,2016,47,2.3404255319148937,16.0
83733,TX,Buda,2017,77,2.2857142857142856,20.0
83734,TX,Buda,2018,112,2.3660714285714284,37.0
83735,TX,Buda,2019,117,2.1965811965811968,23.0
83736,TX,Buda,2020,99,2.1313131313131315,13.0
83737,TX,Buda,2021,185,2.0594594594594593,8.0
83738,TX,Buda,2022,167,2.0059880239520957,5.0
83739,TX,Buda,2023,43,2.0,0.0
83740,TX,Buffalo,2016,7,2.4285714285714284,4.0
83741,TX,Buffalo,2017,4,3.0,4.0
83742,TX,Buffalo,2018,5,2.8,2.0
83743,TX,Buffalo,2019,1,3.0,1.0
83744,TX,Buffalo,2021,5,2.2,1.0
83745,TX,Bulverde,2016,3,2.0,0.0
83746,TX,Bulverde,2017,4,2.0,0.0
83747,TX,Bulverde,2018,1,2.0,0.0
83748,TX,Bulverde,2019,1,2.0,0.0
83749,TX,Bulverde,2020,1,3.0,1.0
83750,TX,Buna,2017,1,3.0,1.0
83751,TX,Buna,2019,2,4.0,0.0
83752,TX,Burkburnett,2018,1,3.0,1.0
83753,TX,Burkburnett,2020,1,2.0,0.0
83754,TX,Burkburnett,2021,1,2.0,0.0
83755,TX,Burkburnett,2022,3,2.0,0.0
83756,TX,Burkburnett,2023,1,2.0,0.0
83757,TX,Burkeville,2021,1,3.0,1.0
83758,TX,Burleson,2016,22,2.5,11.0
83759,TX,Burleson,2017,74,2.689189189189189,47.0
83760,TX,Burleson,2018,54,2.7037037037037037,36.0
83761,TX,Burleson,2019,40,2.825,31.0
83762,TX,Burleson,2020,57,2.754385964912281,35.0
83763,TX,Burleson,2021,97,2.288659793814433,26.0
83764,TX,Burleson,2022,159,2.1320754716981134,9.0
83765,TX,Burleson,2023,32,2.0,0.0
83766,TX,Burnet,2016,7,3.142857142857143,0.0
83767,TX,Burnet,2017,7,2.0,0.0
83768,TX,Burnet,2018,10,2.0,0.0
83769,TX,Burnet,2020,1,2.0,0.0
83770,TX,Burnet,2021,1,2.0,0.0
83771,TX,Byers,2018,1,4.0,0.0
83772,TX,Byers,2022,4,2.0,0.0
83773,TX,Caddo,2018,1,2.0,0.0
83774,TX,Caddo Mills,2017,1,3.0,1.0
83775,TX,Caddo Mills,2018,1,3.0,1.0
83776,TX,Caddo Mills,2020,5,3.2,4.0
83777,TX,Caddo Mills,2021,3,2.0,0.0
83778,TX,Caddo Mills,2022,1,1.0,0.0
83779,TX,Caddo Mills,2023,3,2.0,0.0
83780,TX,Caldwell,2016,1,2.0,0.0
83781,TX,Caldwell,2017,1,2.0,0.0
83782,TX,Caldwell,2020,2,2.0,0.0
83783,TX,Calvert,2021,1,2.0,0.0
83784,TX,Calvert,2022,1,2.0,0.0
83785,TX,Cameron,2019,1,2.0,0.0
83786,TX,Cameron,2020,1,2.0,0.0
83787,TX,Cameron,2021,4,2.0,0.0
83788,TX,Cameron,2022,4,2.0,0.0
83789,TX,Cameron,2023,1,2.0,0.0
83790,TX,Camp Wood,2019,1,2.0,0.0
83791,TX,Campbell,2018,1,3.0,1.0
83792,TX,Campbellton,2016,3,4.0,0.0
83793,TX,Campbellton,2017,1,4.0,0.0
83794,TX,Campbellton,2018,3,4.0,0.0
83795,TX,Campbellton,2019,7,3.142857142857143,0.0
83796,TX,Canadian,2022,5,2.8,0.0
83797,TX,Canton,2017,2,3.0,2.0
83798,TX,Canton,2018,5,3.2,4.0
83799,TX,Canton,2019,2,3.0,2.0
83800,TX,Canton,2022,9,2.0,0.0
83801,TX,Canutillo,2016,1,2.0,0.0
83802,TX,Canutillo,2017,1,4.0,0.0
83803,TX,Canyon,2016,2,3.0,2.0
83804,TX,Canyon,2017,1,2.0,0.0
83805,TX,Canyon,2018,1,2.0,0.0
83806,TX,Canyon,2019,1,3.0,1.0
83807,TX,Canyon,2020,2,2.0,0.0
83808,TX,Canyon,2021,1,2.0,0.0
83809,TX,Canyon Lake,2019,1,2.0,0.0
83810,TX,Carmine,2017,1,2.0,0.0
83811,TX,Carrizo Springs,2018,1,3.0,1.0
83812,TX,Carrollton,2016,98,2.5,41.0
83813,TX,Carrollton,2017,202,2.6534653465346536,122.0
83814,TX,Carrollton,2018,407,2.5675675675675675,220.0
83815,TX,Carrollton,2019,382,2.6387434554973823,240.0
83816,TX,Carrollton,2020,447,2.6196868008948546,227.0
83817,TX,Carrollton,2021,557,2.40754039497307,207.0
83818,TX,Carrollton,2022,464,2.2866379310344827,125.0
83819,TX,Carrollton,2023,56,2.0357142857142856,0.0
83820,TX,Carthage,2021,4,2.25,1.0
83821,TX,Carthage,2022,4,2.0,0.0
83822,TX,Castroville,2017,3,2.6666666666666665,0.0
83823,TX,Castroville,2019,1,3.0,1.0
83824,TX,Castroville,2022,6,2.6666666666666665,0.0
83825,TX,Cat Spring,2018,1,2.0,0.0
83826,TX,Catarina,2022,3,2.6666666666666665,0.0
83827,TX,Cedar Creek,2016,10,2.1,1.0
83828,TX,Cedar Creek,2017,6,2.0,0.0
83829,TX,Cedar Creek,2018,8,2.25,0.0
83830,TX,Cedar Creek,2019,13,2.0,0.0
83831,TX,Cedar Creek,2020,11,2.1818181818181817,0.0
83832,TX,Cedar Creek,2021,12,2.0,0.0
83833,TX,Cedar Creek,2022,35,2.4285714285714284,0.0
83834,TX,Cedar Hill,2016,8,2.0,0.0
83835,TX,Cedar Hill,2017,14,2.2857142857142856,2.0
83836,TX,Cedar Hill,2018,17,2.1176470588235294,2.0
83837,TX,Cedar Hill,2019,12,2.0,0.0
83838,TX,Cedar Hill,2020,11,2.1818181818181817,2.0
83839,TX,Cedar Hill,2021,43,2.0,0.0
83840,TX,Cedar Hill,2022,27,2.1481481481481484,0.0
83841,TX,Cedar Hill,2023,5,2.0,0.0
83842,TX,Cedar Park,2016,87,2.0229885057471266,2.0
83843,TX,Cedar Park,2017,120,2.025,3.0
83844,TX,Cedar Park,2018,132,2.022727272727273,1.0
83845,TX,Cedar Park,2019,109,2.018348623853211,2.0
83846,TX,Cedar Park,2020,95,2.0631578947368423,6.0
83847,TX,Cedar Park,2021,79,2.0253164556962027,2.0
83848,TX,Cedar Park,2022,112,1.9285714285714286,0.0
83849,TX,Cedar Park,2023,14,2.0,0.0
83850,TX,Cedar Park-Liberty Hill,2019,1,2.0,0.0
83851,TX,Celina,2018,1,2.0,0.0
83852,TX,Center,2023,2,2.0,0.0
83853,TX,Centerville,2016,4,2.25,1.0
83854,TX,Centerville,2017,1,3.0,1.0
83855,TX,Centerville,2019,1,3.0,1.0
83856,TX,Centerville,2020,3,2.0,0.0
83857,TX,Centerville,2021,3,2.0,0.0
83858,TX,Channelview,2016,13,2.769230769230769,8.0
83859,TX,Channelview,2017,45,2.888888888888889,32.0
83860,TX,Channelview,2018,88,2.840909090909091,66.0
83861,TX,Channelview,2019,56,2.9285714285714284,44.0
83862,TX,Channelview,2020,75,2.7333333333333334,47.0
83863,TX,Channelview,2021,49,2.63265306122449,23.0
83864,TX,Channelview,2022,98,2.2653061224489797,13.0
83865,TX,Channelview,2023,9,2.0,0.0
83866,TX,Channing,2016,2,4.0,0.0
83867,TX,Channing,2019,1,2.0,0.0
83868,TX,Channing,2022,4,3.0,0.0
83869,TX,Chappell Hill,2022,2,3.0,0.0
83870,TX,Childress,2017,1,2.0,0.0
83871,TX,Childress,2018,1,2.0,0.0
83872,TX,Childress,2020,1,2.0,0.0
83873,TX,Childress,2022,3,2.0,0.0
83874,TX,Chillicothe,2022,6,2.0,0.0
83875,TX,Chilton,2022,5,3.2,0.0
83876,TX,Cibolo,2016,1,2.0,0.0
83877,TX,Cibolo,2017,1,2.0,0.0
83878,TX,Cibolo,2019,1,3.0,1.0
83879,TX,Cibolo,2020,2,4.0,0.0
83880,TX,Cisco,2017,5,3.4,3.0
83881,TX,Cisco,2018,7,3.2857142857142856,1.0
83882,TX,Cisco,2019,1,2.0,0.0
83883,TX,Cisco,2020,1,2.0,0.0
83884,TX,Cisco,2021,3,2.0,0.0
83885,TX,Cisco,2022,49,2.2653061224489797,1.0
83886,TX,Clarendon,2018,1,3.0,1.0
83887,TX,Clarendon,2020,2,2.0,0.0
83888,TX,Clarendon,2021,1,2.0,0.0
83889,TX,Clarendon,2022,13,2.3076923076923075,0.0
83890,TX,Clarksville,2018,2,2.0,0.0
83891,TX,Clarksville,2022,7,2.2857142857142856,0.0
83892,TX,Claude,2016,1,2.0,0.0
83893,TX,Claude,2017,2,3.0,0.0
83894,TX,Claude,2020,1,2.0,0.0
83895,TX,Claude,2022,4,2.0,0.0
83896,TX,Claude,2023,2,2.0,0.0
83897,TX,Cleburne,2016,1,2.0,0.0
83898,TX,Cleburne,2017,3,2.0,0.0
83899,TX,Cleburne,2020,2,2.0,0.0
83900,TX,Cleburne,2021,4,2.0,0.0
83901,TX,Cleburne,2022,3,2.0,0.0
83902,TX,Cleveland,2017,1,4.0,0.0
83903,TX,Cleveland,2018,11,3.4545454545454546,0.0
83904,TX,Cleveland,2019,5,3.0,1.0
83905,TX,Cleveland,2021,4,2.5,0.0
83906,TX,Cleveland,2022,11,1.9090909090909092,0.0
83907,TX,Cleveland,2023,1,2.0,0.0
83908,TX,Clint,2017,5,2.4,2.0
83909,TX,Clint,2018,6,3.0,2.0
83910,TX,Clint,2019,3,3.3333333333333335,2.0
