Severity,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
2,2016-12-13 09:37:51,36.17517,-86.76698,Nashville,TN,41.0,89.0,1.0,6.9,0.04,Light Rain
2,2016-12-13 13:25:56,36.04433,-86.65701999999997,Antioch,TN,44.1,89.0,2.5,8.1,0.0,Overcast
2,2016-12-13 14:47:52,35.01436,-85.25180999999998,Chattanooga,TN,48.2,93.0,1.5,,0.0,Overcast
2,2016-12-13 13:59:43,35.89469000000001,-84.72922,Rockwood,TN,44.1,96.0,1.0,6.9,,Overcast
2,2016-12-13 17:36:52,35.97981,-83.93706,Knoxville,TN,44.6,93.0,1.5,,0.05,Light Rain
3,2016-12-13 17:52:11,35.19144,-89.80006999999998,Cordova,TN,42.8,87.0,10.0,,,Scattered Clouds
2,2016-12-13 19:46:06,35.042052000000005,-85.314838,Chattanooga,TN,48.9,93.0,2.0,,,Overcast
2,2016-12-13 19:06:46,36.34009,-86.91736,Joelton,TN,39.9,83.0,10.0,4.6,,Partly Cloudy
4,2016-12-14 00:24:44,36.2611,-86.738173,Madison,TN,39.0,89.0,6.0,4.6,,Overcast
4,2016-12-14 03:21:24,35.72002,-86.31878,Christiana,TN,37.9,89.0,10.0,8.1,,Overcast
2,2016-12-14 04:13:45,36.319676,-86.702851,Goodlettsville,TN,37.9,86.0,7.0,9.2,,Overcast
4,2016-12-14 05:00:02,35.781537,-86.37021800000002,Murfreesboro,TN,37.9,86.0,10.0,6.9,,Overcast
4,2016-12-14 05:00:02,35.72002,-86.31878,Christiana,TN,37.9,86.0,10.0,6.9,,Overcast
2,2016-12-14 06:33:50,36.100529,-86.739909,Nashville,TN,37.0,86.0,7.0,8.1,,Overcast
2,2016-12-14 06:33:50,36.099643,-86.739462,Nashville,TN,37.0,86.0,7.0,8.1,,Overcast
2,2016-12-14 06:42:50,36.03515,-86.78305999999998,Brentwood,TN,37.0,86.0,8.0,8.1,,Overcast
2,2016-12-14 06:42:50,36.170752,-86.516284,Mount Juliet,TN,37.0,86.0,8.0,8.1,,Overcast
2,2016-12-14 07:16:50,35.123624,-89.86843,Memphis,TN,37.0,89.0,4.0,9.2,,Overcast
2,2016-12-14 07:28:30,36.24554000000001,-86.74592,Madison,TN,37.9,83.0,8.0,6.9,,Overcast
2,2016-12-14 07:33:11,36.047529,-86.655811,Antioch,TN,37.9,83.0,8.0,6.9,,Overcast
2,2016-12-14 07:34:30,36.04433,-86.65701999999997,Antioch,TN,37.9,83.0,8.0,6.9,,Overcast
2,2016-12-14 07:33:11,36.047781,-86.655712,Antioch,TN,37.9,83.0,8.0,6.9,,Overcast
2,2016-12-14 07:44:53,35.165525,-90.018682,Memphis,TN,37.0,89.0,5.0,8.1,,Overcast
2,2016-12-14 07:52:13,36.130974,-86.898322,Nashville,TN,37.9,83.0,8.0,6.9,,Overcast
2,2016-12-14 08:03:58,36.044808,-86.724763,Nashville,TN,37.9,83.0,8.0,6.9,,Overcast
2,2016-12-14 08:07:45,35.12278,-89.868735,Memphis,TN,37.0,89.0,5.0,8.1,,Overcast
2,2016-12-14 08:01:15,36.07894,-86.72613,Nashville,TN,37.9,83.0,8.0,6.9,,Overcast
2,2016-12-14 08:01:15,36.08026,-86.72652,Nashville,TN,37.9,83.0,8.0,6.9,,Overcast
2,2016-12-14 08:03:58,36.045016,-86.724349,Nashville,TN,37.9,83.0,8.0,6.9,,Overcast
2,2016-12-14 08:13:07,36.253398,-86.716711,Madison,TN,37.9,83.0,8.0,6.9,,Overcast
3,2016-12-14 08:48:37,35.09473,-89.87019000000002,Memphis,TN,,,7.0,9.2,,Overcast
2,2016-12-14 10:06:10,35.837416,-84.27292,Lenoir City,TN,39.0,79.0,10.0,6.9,,Mostly Cloudy
2,2016-12-14 09:20:13,36.08687000000001,-86.696694,Nashville,TN,37.9,83.0,10.0,8.1,,Overcast
2,2016-12-14 09:22:55,36.133,-86.72674,Nashville,TN,37.9,83.0,10.0,8.1,,Overcast
2,2016-12-14 11:05:37,36.1472,-86.74367,Nashville,TN,39.0,76.0,10.0,6.9,,Overcast
2,2016-12-14 11:46:18,36.194597,-86.83274499999997,Nashville,TN,39.0,79.0,10.0,4.6,,Overcast
2,2016-12-14 12:10:16,36.12651,-86.84544,Nashville,TN,39.0,79.0,10.0,4.6,,Overcast
