Severity,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
2,2023-01-04 23:35:16,41.562032,-93.884244,Waukee,IA,27.0,85.0,9.0,17.0,0.0,Light Snow
2,2023-02-11 12:56:00,41.7525,-91.642062,North Liberty,IA,40.0,53.0,10.0,9.0,0.0,Fair
4,2023-01-27 19:24:42,42.635254,-95.151654,Storm Lake,IA,16.0,93.0,10.0,10.0,0.0,Fair
2,2023-01-04 07:21:30,42.256947,-91.905891,Vinton,IA,31.0,98.0,4.0,9.0,0.0,Cloudy
2,2023-01-28 09:29:54,41.667725,-91.4249,West Branch,IA,19.0,85.0,2.0,9.0,0.0,Light Snow
2,2023-01-28 12:39:00,41.661914,-93.487758,Altoona,IA,18.0,79.0,10.0,15.0,0.0,Cloudy
2,2023-01-04 08:19:30,41.580579,-93.777672,West des Moines,IA,28.0,88.0,1.0,12.0,0.0,Light Snow
4,2023-01-05 11:49:52,41.614962,-93.77578,Urbandale,IA,28.0,81.0,10.0,16.0,0.0,Cloudy
2,2023-02-13 15:57:30,40.732218,-92.528643,Bloomfield,IA,54.0,40.0,10.0,10.0,0.0,Fair
2,2023-01-28 11:48:41,41.731775,-93.577163,Ankeny,IA,18.0,86.0,10.0,17.0,0.0,Cloudy
2,2023-01-23 09:56:48,41.649137,-93.773947,Urbandale,IA,18.0,92.0,1.0,7.0,0.0,Fog
2,2023-01-19 16:54:30,42.445794,-96.371504,Sioux City,IA,26.0,81.0,10.0,15.0,0.0,Cloudy
2,2023-01-05 00:21:00,42.4665463,-93.5689795,Williams,IA,27.0,96.0,2.0,17.0,0.0,Light Snow
2,2023-01-20 02:37:50,42.589815,-95.15128,Storm Lake,IA,23.0,100.0,10.0,16.0,0.0,Cloudy
2,2023-01-05 03:18:30,42.680398,-92.475078,Waverly,IA,30.0,88.0,7.0,9.0,0.02,Cloudy
2,2023-01-18 17:56:00,41.499458,-95.531144,Shelby,IA,32.0,100.0,2.0,17.0,0.05,Fog
2,2023-01-28 05:51:23,41.543409,-93.984804,Adel,IA,18.0,84.0,1.0,12.0,0.0,Light Snow
2,2023-01-13 08:16:00,41.78554000000001,-91.646913,North Liberty,IA,27.0,75.0,10.0,14.0,0.0,Cloudy
2,2023-01-20 07:34:49,42.074415,-93.309611,Colo,IA,25.0,81.0,10.0,9.0,0.0,Cloudy
2,2023-01-18 21:36:30,41.19016,-93.785453,New Virginia,IA,33.0,100.0,4.0,3.0,0.0,Light Snow
2,2023-01-20 07:40:30,42.387928,-93.570609,Ellsworth,IA,23.0,93.0,10.0,15.0,0.0,Cloudy
4,2023-01-23 10:28:38,42.18358397,-93.57054591,Story City,IA,18.0,92.0,6.0,8.0,0.0,Partly Cloudy
2,2023-01-28 11:48:41,41.736794,-93.57779,Ankeny,IA,18.0,86.0,10.0,17.0,0.0,Cloudy
2,2023-01-18 19:00:30,41.328925,-93.780089,Saint Charles,IA,33.0,99.0,5.0,5.0,0.12,Light Rain
2,2023-01-18 19:03:00,41.49599600000001,-94.419498,Menlo,IA,33.0,94.0,2.0,12.0,0.0,Light Snow
2,2023-01-19 14:55:57,42.448071,-93.39116,Alden,IA,31.0,92.0,4.0,21.0,0.0,Light Snow / Windy
2,2023-01-04 17:36:30,41.4971745,-94.99812484,Atlantic,IA,27.0,100.0,2.0,13.0,0.0,Wintry Mix
2,2023-01-20 01:09:46,42.40284000000001,-93.570615,Williams,IA,27.0,94.0,10.0,22.0,0.0,Cloudy / Windy
2,2023-01-18 15:46:22,41.144678000000006,-95.821517,Pacific Junction,IA,32.0,96.0,2.0,3.0,0.06,Light Snow
2,2023-02-09 07:15:00,41.69396281,-91.6535604,Tiffin,IA,34.0,89.0,1.0,22.0,0.1,Light Snow / Windy
4,2023-01-23 06:22:15,41.516624,-93.685262,Cumming,IA,14.0,92.0,2.0,9.0,0.0,Fog
2,2023-01-23 07:46:50,41.652199,-93.73224,Urbandale,IA,14.0,92.0,1.0,9.0,0.0,Fog
2,2023-02-22 17:54:30,41.965297,-93.569985,Ames,IA,30.0,88.0,4.0,16.0,0.01,Cloudy
2,2023-01-02 11:40:02,41.504765,-93.579891,Des Moines,IA,37.0,76.0,10.0,10.0,0.0,Cloudy
2,2023-01-05 00:23:30,42.426856,-93.570256,Williams,IA,27.0,96.0,2.0,17.0,0.0,Light Snow
4,2023-01-05 00:24:06,42.443383,-93.569565,Williams,IA,27.0,96.0,2.0,17.0,0.0,Light Snow
