Severity,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
2,2020-10-29 14:26:00,43.600942,-116.283535,Boise,ID,65.0,28.0,10.0,3.0,0.0,Fair
2,2020-10-31 21:01:09,43.704013,-116.613367,Middleton,ID,44.0,53.0,10.0,0.0,0.0,Fair
2,2020-12-14 21:15:00,43.619479,-116.371244,Meridian,ID,27.0,100.0,7.0,0.0,0.0,
2,2020-11-13 01:54:00,43.619486,-116.374501,Meridian,ID,36.0,56.0,10.0,10.0,0.0,
2,2020-11-02 22:43:11,43.705883,-116.699156,Caldwell,ID,37.0,73.0,4.0,5.0,0.0,Haze
2,2020-11-19 19:16:00,43.615929,-116.253542,Boise,ID,39.0,62.0,10.0,0.0,0.0,Fair
2,2020-12-13 23:39:16,43.221598,-115.820649,Mountain Home,ID,28.0,,10.0,5.0,0.0,Cloudy
2,2020-09-18 14:27:25,43.1857,-112.375384,Blackfoot,ID,85.0,16.0,10.0,9.0,0.0,Fair
4,2020-12-22 21:44:25,43.586305,-111.601797,Ririe,ID,23.0,53.0,10.0,5.0,0.0,Partly Cloudy
2,2020-10-11 02:25:00,42.962782,-115.25896000000002,King Hill,ID,47.0,100.0,10.0,13.0,0.0,Cloudy
2,2020-11-13 22:59:00,43.593632,-116.36908400000002,Meridian,ID,41.0,76.0,10.0,14.0,0.0,Fair
2,2020-09-25 13:46:30,43.62501,-116.242641,Garden City,ID,74.0,29.0,10.0,3.0,0.0,Fair
2,2020-12-14 00:51:20,43.097079,-115.621222,Mountain Home,ID,28.0,,10.0,3.0,0.0,Cloudy
2,2020-10-12 13:28:00,43.633823,-116.358778,Meridian,ID,70.0,35.0,10.0,14.0,0.0,Mostly Cloudy
2,2020-12-27 03:14:28,42.244147,-113.092006,Malta,ID,34.0,70.0,10.0,22.0,0.0,Fair / Windy
2,2020-12-11 01:54:00,43.611165,-116.314318,Boise,ID,26.0,81.0,8.0,6.0,0.0,Cloudy
2,2020-10-30 21:41:00,43.612175,-116.314321,Boise,ID,54.0,37.0,9.0,9.0,0.0,Fair
2,2020-12-16 12:41:30,47.46242,-115.707697,Mullan,ID,29.0,82.0,5.0,3.0,0.0,Cloudy
2,2020-11-05 04:30:00,43.593569,-116.374535,Meridian,ID,45.0,53.0,10.0,8.0,0.0,
4,2020-11-13 17:47:26,47.64276,-116.86213899999998,Coeur D Alene,ID,38.0,73.0,10.0,17.0,0.0,Mostly Cloudy
2,2020-10-19 19:44:00,43.598365,-116.537306,Nampa,ID,57.0,59.0,10.0,5.0,0.0,
2,2020-12-13 23:45:19,43.869404,-116.782747,Caldwell,ID,30.0,92.0,5.0,5.0,0.01,Light Snow
2,2020-12-13 23:18:15,43.996377,-116.913774,Fruitland,ID,31.0,85.0,6.0,5.0,0.0,Light Snow
2,2020-11-23 15:36:22,42.56863900000001,-113.823328,Heyburn,ID,,,,,0.0,
2,2020-09-29 15:21:08,43.873342,-116.628055,Emmett,ID,77.0,28.0,1.0,3.0,0.0,Haze
2,2020-10-22 13:08:30,43.626269,-116.619969,Nampa,ID,50.0,32.0,10.0,14.0,0.0,Fair
2,2020-10-28 18:41:00,43.665095,-116.2793,Boise,ID,59.0,31.0,10.0,0.0,0.0,Fair
2,2020-12-10 19:45:15,43.590863,-116.393634,Meridian,ID,32.0,69.0,10.0,7.0,0.0,
2,2020-10-24 08:37:05,47.45848400000001,-115.694719,Mullan,ID,12.0,73.0,1.0,3.0,0.0,Light Snow
